Number,NPs EOR Method,NPs Concentration(ppm),Polymer Concentration(ppm),NPs Type,NPs Size(nm),Brine Salinity(ppm),API Gravity,Initial Oil Saturation,Viscosity(cp),Temperature,Prosity(%),Permeability(mD),Rock Type,PV injection,EOR,PV injection (ture),EOR (true),EOR after waterflooding,Paper Number,NPs EOR Method (Numeric),NPs Type (Numeric),Rock Type (Numeric),Class
123,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.8136,50.1783,1.2085,2.1436,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
124,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.8439,50.6863,1.2388,2.6516,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
125,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.8741,51.4488,1.269,3.4141,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
126,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9044,52.131,1.2993,4.0963,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
127,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9347,52.7864,1.3296,4.7517,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
128,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9649,53.3479,1.3598,5.3132,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
129,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9952,53.963,1.3901,5.9283,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
130,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0255,54.5916,1.4204,6.5569,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
131,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0558,55.1531,1.4507,7.1184,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
132,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0861,55.7683,1.481,7.7336,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
133,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.1163,56.37,1.5112,8.3353,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
134,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.1466,56.9182,1.5415,8.8835,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
135,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.1769,57.5735,1.5718,9.5388,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
136,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2072,58.2959,1.6021,10.2612,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
137,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2374,59.1389,1.6323,11.1042,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
138,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2677,60.0623,1.6626,12.0276,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
139,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2979,60.9991,1.6928,12.9644,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
140,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3282,61.9627,1.7231,13.928,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
141,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3585,62.9799,1.7534,14.9452,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
142,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3887,63.7693,1.7836,15.7346,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
143,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.419,63.8416,1.8139,15.8069,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
144,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.4493,63.8429,1.8442,15.8082,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
145,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.4796,63.8443,1.8745,15.8096,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
146,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.51,64.0412,1.9049,16.0065,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
147,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.5403,64.0735,1.9352,16.0388,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
148,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.5706,64.2236,1.9655,16.1889,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
149,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6009,64.2759,1.9958,16.2412,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
150,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6312,64.5626,2.0261,16.5279,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
151,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6614,65.2715,2.0563,17.2368,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
152,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6917,65.8867,2.0866,17.852,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
153,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.722,65.967,2.1169,17.9323,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
154,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.7523,65.9682,2.1472,17.9335,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
155,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.7826,65.9696,2.1775,17.9349,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
156,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.8129,65.971,2.2078,17.9363,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
157,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.8432,65.9723,2.2381,17.9376,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
158,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.8735,65.9737,2.2684,17.939,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
159,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9039,65.9751,2.2988,17.9404,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
160,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9342,65.9764,2.3291,17.9417,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
161,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9645,65.9778,2.3594,17.9431,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
162,Polymer-citrate-coated Fe3O4,300,600,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9929,65.9791,2.3878,17.9444,"viscosity at 85c, sand pack flooding, NF-300-SE",2,2,1,1,1
163,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.6171,48.9202,0,0,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
164,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.6474,48.9659,0.0303,0.0457,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
165,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.6776,48.9659,0.0605,0.0457,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
166,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.7078,48.9659,0.0907,0.0457,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
167,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.738,48.9659,0.1209,0.0457,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
168,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.7683,48.9659,0.1512,0.0457,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
169,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.7985,49.0573,0.1814,0.1371,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
170,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.8287,49.1183,0.2116,0.1885,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
171,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.8589,49.2402,0.2418,0.1981,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
172,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.8892,49.5144,0.2721,0.32,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
173,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.9194,49.7125,0.3023,0.5942,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
174,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.9496,50.1087,0.3325,0.7923,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
175,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,1.9798,50.3372,0.3627,1.417,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
176,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.01,50.4439,0.3929,1.5237,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
177,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.0403,50.4896,0.4232,1.5694,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
178,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.0705,50.5353,0.4534,1.6151,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
179,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.1007,50.5505,0.4836,1.6303,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
180,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.1309,50.8705,0.5138,1.9503,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
181,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.1612,51.1295,0.5441,2.2093,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
182,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.1914,51.4495,0.5743,2.5293,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
183,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.2216,51.4952,0.6045,2.575,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
184,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.2518,51.5257,0.6347,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
185,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.282,51.5257,0.6649,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
186,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.3123,51.5257,0.6952,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
187,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.3425,51.5257,0.7254,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
188,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.3727,51.5257,0.7556,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
189,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.4029,51.5257,0.7858,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
190,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.4332,51.5257,0.8161,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
191,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.4634,51.5257,0.8463,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
192,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.4936,51.5257,0.8765,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
193,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.5238,51.5257,0.9067,2.6055,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
194,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.5541,51.6019,0.937,2.6817,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
195,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.5843,51.6476,0.9672,2.7274,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
196,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.6107,51.7238,0.9936,2.8036,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
197,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.6409,52.0895,1.0238,3.1693,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
198,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.6712,52.2266,1.0541,3.3064,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
199,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.7014,52.6075,1.0843,3.6873,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
200,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.7316,52.8208,1.1145,3.9006,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
201,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.7618,53.1561,1.1447,4.2359,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
202,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.7921,53.5065,1.175,4.5863,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
203,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.8223,54.0855,1.2052,5.1653,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
204,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.8525,54.954,1.2354,6.0338,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
205,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.8827,56.0511,1.2656,7.1309,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
206,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9129,56.9196,1.2958,7.9994,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
207,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9432,57.6357,1.3261,8.7155,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
208,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,2.9734,58.169,1.3563,9.2488,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
209,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0036,58.7023,1.3865,9.7821,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
210,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0338,59.0832,1.4167,10.163,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
211,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0641,59.2356,1.447,10.3154,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
212,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.0943,59.6317,1.4772,10.7115,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
213,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.1245,60.3174,1.5074,11.3972,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
214,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.1547,61.2621,1.5376,12.3419,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
215,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.185,62.2068,1.5679,13.2866,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
216,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2152,63.0296,1.5981,14.1094,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
217,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2454,63.7,1.6283,14.7798,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
218,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.2756,64.2942,1.6585,15.374,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
219,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3058,64.7818,1.6887,15.8616,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
220,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3361,65.1627,1.719,16.2425,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
221,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3663,65.4065,1.7492,16.4863,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
222,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.3965,65.7722,1.7794,16.852,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
223,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.4267,66.0312,1.8096,17.111,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
224,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.457,66.4122,1.8399,17.492,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
225,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.4872,66.5798,1.8701,17.6596,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
226,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.5174,66.8845,1.9003,17.9643,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
227,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.5476,66.8997,1.9305,17.9795,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
228,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.5779,66.9454,1.9608,18.0252,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
229,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6081,66.9454,1.991,18.0252,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
230,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6383,67.0521,2.0212,18.1319,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
231,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6685,67.433,2.0514,18.5128,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
232,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.6987,67.7225,2.0816,18.8023,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
233,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.729,68.1492,2.1119,19.229,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
234,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.7592,68.3777,2.1421,19.4575,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
235,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.7894,68.6977,2.1723,19.7775,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
236,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.8196,68.8,2.2025,19.8798,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
237,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.8499,68.8348,2.2328,19.9146,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
238,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.8801,68.8348,2.263,19.9146,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
239,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9103,68.8348,2.2932,19.9146,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
240,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9405,68.8348,2.3234,19.9146,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
241,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9707,68.8348,2.3536,19.9146,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
242,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,78,1.1,85,24,330,Sand Stone,3.9991,68.8348,2.382,19.9146,"viscosity at 85c, sand pack flooding, NF-400-SE",2,2,1,1,1
243,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,72.6,1.1,85,17.8,34.12,Carbonate,6.9315,51.3742,0,0,"viscosity at 85c, core flooding, NF-400-SE",2,2,1,2,1
244,Polymer-citrate-coated Fe3O4,400,800,Fe3O4,64,106200,39,72.6,1.1,85,17.8,34.12,Carbonate,7.0335,51.4574,0.102,0.0832,"viscosity at 85c, core flooding, NF-400-SE",2,2,1,2,1
